nom_editeur;adresse;code_postal;ville;departement;url_site_web;annee_creation;diffusion;distribution;nombre_titre_catalogue;nombre_publication;domaines_editoriaux;presence_salon_du_livre_paris_2014;racine_isbn;siret_ou_siren;id;wgs84
LE BUVEUR D'ENCRE ÉDITIONS;14 rue Charles V;75004;PARIS;75;www.lebuveurdencre.fr;2001;;De Borée distribution;42;3;Livre jeunesse;Non;914686;;IF76_043_7854189427;48.853378,2.3620598
ÉDITIONS PLUME EN HERBE;4 b rue du Palais;78490;MONTFORT-L'AMAURY;78;www.plume-en-herbe.com;2012;;Lokomodo diffusion;21;;Livre jeunesse;Non;917543;75222201800018;Serv_043_10394333545;48.7745904,1.8082257
ÉDITIONS DES ROSIERS;1 rue Bernard Palissy;92310;SEVRES;92;www.editionsdesrosiers.fr;2010;;;17;5;Mémoire, témoignage, biographie (littérature);Non;90108;;ADIF_043_9113650850;48.8265675,2.2151187
NAVARIN ÉDITEUR;1 rue Huysmans;75006;PARIS;75;;2003;Seuil;Volumen;41;4;"Essai, analyse, critique  ; Sciences humaines et sociales";Non;916124;44343033500010;IF11_043_9115746540;48.8461105,2.3298233
JETS D'ENCRE ÉDITIONS;1 bis avenue Foch;94100;SAINT-MAUR-DES-FOSSÉS;94;www.jetsdencre.fr;2007;Auto-diffusion;Auto-distribution;359;60;Tous genres;Non;35485;49382517800020;IF76_043_7826055236;48.8046353,2.485829
L'ARACHNÉEN;109-111 rue des Dames;75017;PARIS;75;www.editions-arachneen.fr;2005;Pollen littéral;Pollen littéral;16;3;"Arts (livres) ; Sciences humaines et sociales";Non;9529302;48067245000016;IF76_043_7826055443;48.8826481,2.3175461
VAN DIEREN ÉDITEUR;17 rue Henry Monnier;75009;PARIS;75;www.vandieren.com;1995;CID;CID;56;6;"Philosophie  ; Religion/ésotérisme";Oui;911087;;IF76_043_7826056004;48.8800952,2.3371005
ÉDITIONS COMPLICITÉS;133 rue Félix Faure;75015;PARIS;75;www.editions-complicites.com;1995;Auto-diffusion;Libr'est;90;6;"Documents, actualités, essais ; Roman, nouvelle";Non;35120;;IF76_043_7826056361;48.8376119,2.2804341
CHOISEUL ÉDITIONS;16 rue du Pont Neuf;75001;PARIS;75;www.choiseul.info;2006;CED Cedif;Les Belles Lettres;83;12;"Documents, actualités, essais ; Essai, analyse, critique  ; Sciences humaines et sociales";Non;916722;44178055800058;IF76_043_7826056541;48.860254,2.3444924
QUAE;c/o INRA - Route de Saint-Cyr;78000;VERSAILLES;78;www.quae.com;2006;GEODIF;GEODIF;928;60;Sciences et techniques, médecine et gestion (livre);Non;7592;;IF76_043_8206261530;48.801259,2.130311
KLINCKSIECK;95 boulevard Raspail;75006;PARIS;75;www.klincksieck.com;1842;Les Belles Lettres;Les Belles Lettres;900;30;"Essai, analyse, critique  ; Sciences humaines et sociales";Non;252;;IF76_043_7826057312;48.8469304,2.3284346
ÉDITIONS HERMANN;6 rue Labrouste;75005;PARIS;75;www.editions-hermann.fr;1876;Auto-diffusion;Les Belles Lettres;1300;12;"Arts (livres) ; Essai, analyse, critique  ; Littérature langue française ; Sciences et techniques, médecine et gestion (livre ; Sciences humaines et sociales  ; Tous genres";Non;7056;;IF76_043_7826057315;48.8360117,2.3096986
KAZÉ MANGA;45 rue de Tocqueville;75017;PARIS;75;www.manga.kaze.fr;1997;Delsol;Hachette;982;55;Manga;Non;84965;;IF76_043_8811080270;48.8842609,2.3106608
REFLET DE LETTRES;79 rue Manin;75019;PARIS;75;www.refletdelettres.schiavetta.com;1995;Auto-diffusion;Auto-distribution;30;4;"Littérature langue étrangère ; Poésie (littérature étrangère)";Non;9534003;45173115200018;IF06_043_10457013630;48.8830062,2.383549
LES ÉDITIONS DU CND (CENTRE NATIONAL DE LA DANSE);1 rue Victor Hugo;93500;PANTIN;93;www.cnd.fr;1999;Pollen littéral;Pollen littéral;38;3;Documents, actualités, essais;Non;914124;;IF76_043_7826055311;48.8955607,2.4012162
DE PARRY ÉDITEUR;3 allée des Genêts;91220;LE-PLESSIS-PATÉ;91;;2004;Tothèmes;Sodis;15;5;Sciences et techniques, médecine et gestion (livre);Non;915900;;IF76_043_7826056574;48.6158568,2.3232195
NOVA ÉDITION;127 avenue Ledru Rollin;75011;PARIS;75;www.novaplanet.com;2009;Flammarion;UD;35;7;Essai, analyse, critique;Non;36015;;IF76_043_8100428860;48.8543134,2.3777207
ALTEREDIT;12 rue de Penthièvre;75008;PARIS;75;www.editionsa.com;2000;Auto-diffusion;Libr'est;65;20;"Histoire  ; Littérature langue étrangère ; Littérature langue française ; Policier ; Spiritualité";Non;84633;;Serv_043_10489422251;48.8731653,2.3163196
LES INAPERÇUS;6 villa Letellier;75015;PARIS;75;www.lesinapercus.fr;2011;Auto-diffusion;Auto-distribution;5;;"Arts (livres) ; Littérature langue française";Non;9541260;53767646200014;ADIF_043_10066227690;48.8479879,2.2949607
GALERIE LELONG ÉDITEUR;13 rue de Téhéran;75008;PARIS;75;www.galerie-lelong.com;1990;Les Belles Lettres;Les Belles Lettres;145;6;Arts (livres);Non;86882;32123845300039;IF11_043_9092028080;48.8768741,2.3125664
SIMPLE IT;28 boulevard Haussmann;75009;PARIS;75;fr.openclassrooms.com;2007;;;7;;Informatique;Non;9535278;49386136300056;IF11_043_9111403340;48.8728524,2.3350325
NOBI NOBI ÉDITIONS;35 rue Johnson;78600;MAISONS-LAFFITTE;78;www.nobi-nobi.fr;2009;Pollen littéral;Pollen littéral;47;7;Livre jeunesse;Non;918857;51290312100014;IF11_043_9113446390;48.9418817,2.1425737
KITCHEN93 ÉDITIONS;24 rue Malmaison;93170;BAGNOLET;93;www.kitchen93.fr;2001;Critiques Livres distribution;Critiques Livres distribution;15;2;Arts (livres);Non;85980;;IF76_043_7826056385;48.8675397,2.4196242
TECHNIP ÉDITIONS;25 rue Ginoux;75015;PARIS;75;www.editionstechnip.com;1956;Ophrys;Ophrys;806;20;"Sciences et techniques, médecine et gestion (livre) ; Universitaire";Non;7108;;IF76_043_7826056427;48.847439,2.2886037
ÉDITIONS DE SANTÉ;28 avenue de Messine;75381;PARIS;75;www.editionsdesante.fr;1955;Auto-diffusion;Auto-distribution;87;2;Médecine;Non;86411;55205630100047;IF76_043_7826057087;48.8771133,2.3120758
PHAÏDON EDITOR;65 rue Montmartre;75002;PARIS;75;www.phaidon.com;1999;CDE;Sodis;705;130;Arts (livres);Non;35856;;IF76_043_7826057405;48.8665319,2.3442653
LA MUSARDINE ÉDITIONS;122 rue du Chemin vert;75011;PARIS;75;www.lamusardine.com;1996;Interforum;Interforum;513;35;"Bande dessinée ; Essai, analyse, critique  ; Littérature langue française ; Roman érotique ; Tous genres";Non;84271;;IF76_043_7830379861;48.8618852,2.3840334
