nom_editeur;adresse;code_postal;ville;departement;url_site_web;annee_creation;diffusion;distribution;nombre_titre_catalogue;nombre_publication;domaines_editoriaux;presence_salon_du_livre_paris_2014;racine_isbn;siret_ou_siren;id;wgs84
ASSIMIL;13 rue Gay Lussac;94431;CHENNEVIERES-SUR-MARNE;94;www.assimil.com;1929;Assimil;;300;10;Parascolaire;Non;7005;;IF76_043_8614513730;48.7967896,2.5411409
PENTA ÉDITIONS;59 rue Saint-André des Arts;75006;PARIS;75;;2000;L'Harmattan;L'Harmattan;41;2;Sciences humaines et sociales;Non;917714;43188411300025;IF11_043_9111281980;48.8533018,2.3390445
ÉDITIONS ANACAONA;6 rue Gobert;75011;PARIS;75;www.anacaona.fr;2009;Auto-diffusion;Auto-distribution;9;5;Littérature langue étrangère;Non;918799;;IF11_043_9126630390;48.8556874,2.3826521
ÉDITIONS LES INDES SAVANTES;94 boulevard Auguste Blanqui;75013;PARIS;75;www.lesindessavantes.com;2001;AFPU;Sodis;400;32;"Documents, actualités, essais ; Sciences humaines et sociales";Non;84654;42980966800057;IF76_043_7826056268;48.8312787,2.3452267
RUE DE L'ÉCHIQUIER ÉDITIONS;40 rue de l'Échiquier;75010;PARIS;75;www.ruedelechiquier.net;2008;Pollen littéral;Pollen littéral;55;15;"Documents, actualités, essais ; Philosophie  ; Sciences humaines et sociales";Non;917770;;IF76_043_7826056964;48.8718866,2.3489327
ÉDITIONS DE LA BNF - BIBLIOTHÈQUE NATIONALE DE FRANCE;Quai François Mauriac;75706;PARIS;75;www.editions.bnf.fr;1874;Volumen;Volumen;840;30;Arts (livres);Non;7177;;IF76_043_7826057264;48.8339028,2.3776154
FFRANDONNÉE (Fédération Fançaise de la Randonnée);64 rue du Dessous-des-Berges;75013;PARIS;75;www.ffrandonnee.fr;1947;Sofedis;Sodis;260;60;"Guide d'hébergement et de restauration ; Guide de tourisme ; Loisirs, vie pratique, tourisme";Non;7514;;IF76_043_7826057393;48.827866,2.3735166
ALMA ÉDITEUR;9 rue Casimir Delavigne;75006;PARIS;75;www.alma-editeur.fr;2010;Interforum;Interforum;40;20;"Essai, analyse, critique  ; Littérature langue française ; Roman contemporain";Oui;36279;;IF76_043_8223752310;48.8500428,2.3392342
MICHEL LAGARDE;13 rue Bouchardon;75010;PARIS;75;www.michellagarde.fr;2007;Les Belles Lettres;Les Belles Lettres;30;6;"Bande dessinée ; Livre jeunesse";Oui;916421;;IF11_043_11437623320;48.8703355,2.3575039
CHIRON;50 bd Saint Germain;75005;PARIS;75;www.editionschiron.com;1911;CED Cedif;Daudin;400;70;"Essai, analyse, critique  ; Loisirs, vie pratique, tourisme";Non;7027;;IF76_043_7826055314;48.8499306,2.3501134
MASSIN ET COMPAGNIE ÉDITIONS;10 boulevard des Frères Voisin;92130;ISSY-LES-MOULINEAUX;92;www.massin.fr;1910;Dilisco;Dilisco;300;40;Loisirs, vie pratique, tourisme;Non;7072;;IF76_043_7826055962;48.8277397,2.2699995
LITO ÉDITIONS;41 rue de Verdun;94500;CHAMPIGNY-SUR-MARNE;94;www.editionslito.fr;1951;Auto-diffusion;Auto-distribution;3089;200;Livre jeunesse;Non;244;;IF76_043_7826056994;48.8163619,2.4864218
THÉATRE TYPOGRAPHIQUE ÉDITEUR;139 avenue de la République;92400;COURBEVOIE;92;www.thty.fr;1992;Auto-diffusion;Auto-distribution;44;2;"Essai, analyse, critique  ; Poésie";Non;909657;40846103600019;IF76_043_7826055737;48.903059,2.2556895
ÉDITIONS CORPS 16;15 rue de la Comète;75007;PARIS;75;www.editionscorps16.com;1992;Auto-diffusion;Auto-distribution;712;50;Tous genres;Non;84057;38813769700024;IF76_043_7826055893;48.8589562,2.3091315
EDITIONS AUZOU;24-32 rue des Amandiers;75020;PARIS;75;www.auzou.com;1955;EDI;Sodis;478;156;"Livre jeunesse ; Parascolaire";Non;7338;;IF76_043_7826056349;48.8645426,2.3897113
LES ÉDITIONS MARIE-LOUISE;6 Rue Mayran;75009;PARIS;75;www.leseditionsmarielouise.com;2008;Auto-diffusion;Auto-distribution;32;5;Livre jeunesse;Non;918717;50540725400018;IF76_043_7826056790;48.8773879,2.3453982
ÉDITIONS TATAMIS;5 rue Lalo;75016;PARIS;75;www.tatamis.fr;2006;CED Cedif;Daudin;79;20;Documents, actualités, essais;Non;917617;;IF76_043_7826057144;48.8736084,2.2801851
ÉDITIONS DES SYRTES;74 rue de Sèvres;75007;PARIS;75;www.editions-syrtes.fr;1999;CDE;Sodis;162;10;"Document, reportage  ; Essai, analyse, critique  ; Littérature langue française";Non;844545;;IF76_043_7826057561;48.8476961,2.3185242
ÉDITIONS DU MOTEUR;16 rue de l'Abbé de l'Epée;75005;PARIS;75;www.leseditionsdumoteur.fr;2010;Interforum;Interforum;39;;Roman, nouvelle;Non;918602;35040914000059;IF76_043_7990294860;48.8440207,2.3402355
SOUKHA ÉDITIONS;39 rue du Cherche Midi;75006;PARIS;75;www.soukha-editions.fr;2010;;;11;;;Non;19122;;IF76_043_8737581010;48.8493113,2.3264205
D-BOOKER ÉDITIONS;5 rue Delouvain;75019;PARIS;75;www.d-booker.fr;2011;Auto-diffusion;Auto-distribution;4;2;Informatique;Non;8227;;Serv_043_10685937647;48.8757839,2.3879016
ÉDITIONS NOLIN;99-103 rue de Sèvres;75006;PARIS;75;;1995;;;34;2;Sciences humaines et sociales;Non;910487;;IF11_043_9111266020;48.8482251,2.3212333
ÉDITIONS ADYAR;4 square Rapp;75007;PARIS;75;www.editionsadyar.com;1920;DG diffusion;DG diffusion;130;3;"Arts (livres) ; Littérature langue française";Non;85000;;IF76_043_7826056010;48.8585426,2.3011021
ÉDITIONS DE L'ŒIL;7 rue de la Convention;93100;MONTREUIL;93;www.editionsdeloeil.com;2003;Auto-diffusion;Auto-distribution;200;10;"Arts (livres) ; Littérature langue française ; Livre jeunesse ; Poésie ; Tous genres";Oui;912415;;IF76_043_7826057480;48.863617,2.4426018
NICOLAS CHAUDUN;7 rue des Francs Bourgeois;75004;PARIS;75;;2004;Actes sud;UD;124;20;"Arts (livres) ; Mémoire, témoignage, biographie (littérature)";Non;35039;;IF76_043_7826057486;48.8564549,2.3637165
ÉDITIONS HÉLOÏSE D'ORMESSON;3 rue Rollin;75005;PARIS;75;www.editions-heloisedormesson.com;2004;Interforum;Interforum;195;22;"Documents, actualités, essais ; Roman, nouvelle";Non;35087;;IF76_043_7826057699;48.8444128,2.3519466
LA CHAMBRE D'ÉCHOS;23 impasse Mousset;75012;PARIS;75;www.lachambredechos.com;1999;Pollen littéral;Pollen littéral;46;5;Littérature langue française;Oui;913904;41954918300012;IF76_043_7826056310;48.8456682,2.3913878
ÉDITIONS LOCO;6 rue Charles-François Dupuis;75003;PARIS;75;www.editionsloco.com;2011;Pollen littéral;Pollen littéral;20;10;"Arts (livres) ; Photographie";Oui;919507;;ADIF_043_9111471530;48.8652695,2.3633397
ÉDITIONS KERO;14 bis rue des Minimes;75003;PARIS;75;www.editionskero.com;2012;Interforum;Interforum;20;25;;Non;36658;;ADIF_043_9538950920;48.8575056,2.3654769
CAPRICCI;149 rue de Faubourg Saint-Denis;75010;PARIS;75;www.capricci.fr;2009;Harmonia Mundi;Harmonia Mundi;78;15;Cinéma et audiovisuel;Non;918040;;ADIF_043_9802521080;48.878427,2.3562743
NIMROD ÉDITIONS;11 passage Saint-Pierre Amelot;75011;PARIS;75;www.nimrod.fr;2006;CED Cedif;Daudin;59;8;"Essai, analyse, critique  ; Policier ; Roman, nouvelle ; Tous genres";Non;915243;;IF76_043_7826057231;48.8628765,2.3700243
ÉDITIONS L'INÉDITE;6 rue Deguerry;75011;PARIS;75;www.editionslinedite.com;1990;GEODIF;Sodis;250;25;Loisirs, vie pratique, tourisme;Non;908894;;IF76_043_7826057327;48.8684183,2.3730516
NAÏVE ÉDITIONS;9 rue Victor Massé;75009;PARIS;75;www.naive.fr;2004;CDE;Sodis;150;30;"Arts (livres) ; Livre jeunesse ; Roman, nouvelle ; Tous genres";Non;35021;;IF76_043_7826057795;48.8805013,2.3393516
ÉDITIONS THADDÉE;2 rue Casimir Delavigne;75006;PARIS;75;www.editionsthaddee.com;2010;CED Cedif;Daudin;18;3;;Non;919131;52007612600025;IF76_043_8824031870;48.8509174,2.3392459
ÉDITIONS PIERRE-GUILLAUME DE ROUX;41 rue Richelieu;75001;PARIS;75;www.pgderoux.fr;2010;CDE;Sodis;103;15;"Littérature langue étrangère ; Littérature langue française";Non;;;IF76_043_8307760280;48.8658489,2.3367392
POST-ÉDITIONS;3 rue Caplat;75018;PARIS;75;www.editions-lignes.com;2013;;;2;6;Littérature langue française;Oui;;;IF11_043_11437730660;48.8844681,2.3523178
LES ÉDITIONS DE PARIS;54 rue des Saints-Pères;75007;PARIS;75;www.leseditionsdeparis.com;1984;CDE;Sodis;250;11;"Documents, actualités, essais ; Histoire";Non;905291;;ADIF_043_9824122100;48.8539646,2.3295503
ÉDITINTER ÉDITIONS;6 square Frédéric Chopin;91450;SOISY-SUR-SEINE;91;www.editinter.fr;1995;Auto-diffusion;Auto-distribution;308;16;"Essai, analyse, critique  ; Littérature langue française ; Poésie ; Théâtre ; Tous genres";Non;35328;41154639300017;IF11_043_9091886990;48.6515818,2.4624971
PRIVÉ ÉDITIONS;1 rue de Stockholm;75008;PARIS;75;www.michel-lafon.fr;2004;Interforum;Interforum;108;4;"Documents, actualités, essais ; Roman, nouvelle";Non;35076;;IF76_043_7826055281;48.877058,2.322853
QUATRE FLEUVES;68 rue Jouffroy d'Abbans;75017;PARIS;75;www.quatrefleuves.fr;1995;Magnard vuibert diffusion;Dilisco;391;100;Livre jeunesse;Non;84196;;IF76_043_7826057444;48.884585,2.3054646
ÉDITIONS SYLLEPSE;69 rue des Rigoles;75020;PARIS;75;www.syllepse.net;1989;Sofedis;Sodis;440;35;"Essai, analyse, critique  ; Sciences humaines et sociales";Oui;84950;;IF76_043_7826057453;48.8732144,2.3912276
ÉDITIONS LES CYGNES;4 Villa des Otages - 85 rue Haxo;75020;PARIS;75;www.lescygnes.fr;2000;Auto-diffusion;Comptoir du Livre;150;12;"Littérature langue française ; Théâtre";Non;915459;;IF76_043_7826057693;48.874564,2.403151
BERNARD CHAUVEAU ÉDITEUR;9 rue Edouard Nieuport;92150;SURESNES;92;www.bernardchauveau-editeur.com;2002;Couleurs contemporaines;Couleurs contemporaines;110;13;Arts (livres);Non;951909;;IF76_043_7826057774;48.8721778,2.231781
ÉDITIONS FRANCISCAINES;9 rue Marie Rose;75014;PARIS;75;www.editions-franciscaines.com;1935;Cerf diffusion;Sodis;140;10;Religion;Non;85020;;IF76_043_7826057786;48.8266107,2.3299746
ÉDITIONS TISHINA;15 rue du Louvre;75001;PARIS;75;www.tishina.fr;2012;Actes sud;UD;3;2;"Littérature langue française ; Livre jeunesse";Non;;74997998500019;ADIF_043_10195808150;48.8637773,2.3421109
ÉDITIONS B42;80 rue du Faubourg Saint-Denis;75010;PARIS;75;www.editions-b42.com;2008;Les Belles Lettres;Les Belles Lettres;40;8;"Arts (livres) ; Arts décoratifs ; Arts graphiques ; Essai, analyse, critique";Oui;917855;;IF06_043_10457285420;48.8734737,2.355023
SEFI - ARNAUD FRANEL ÉDITIONS;17 rue Malakoff;92600;ASNIERES-SUR-SEINE;92;www.sefi.com;1987;De Vecchi;Dilisco;120;25;"Patrimoine ; Sciences et techniques, médecine et gestion (livre ; Universitaire";Non;921843;;IF11_043_9091842300;48.9149757,2.2853051
CHARLES MOREAU ÉDITIONS;10 rue de Nesle;75006;PARIS;75;www.snrbaudouin.com;2004;DG diffusion;DG diffusion;30;8;Arts (livres);Non;909458;;IF76_043_7826055347;48.855301,2.3388563
LA COMPAGNIE LITTÉRAIRE;11-13 rue Vernier;75017;PARIS;75;www.compagnie-litteraire.com;1999;Auto-diffusion;Auto-distribution;310;27;"Bande dessinée ; Essai, analyse, critique  ; Roman, nouvelle ; Spiritualité  ; Tous genres";Non;87683;45297085800026;IF76_043_7826055515;48.8836866,2.2907719
ONISEP ÉDITIONS;12 mail Barthélémy-Thimonnier;77185;LOGNES;77;www.onisep.fr;1970;Belin;Belin;120;30;Enseignement;Non;273;;IF76_043_7826055557;48.8395913,2.6282313
ÈRE;60 rue Edouard Vaillant;94140;ALFORTVILLE;94;www.editions-ere.net;2006;Les Belles Lettres;Les Belles Lettres;51;8;"Littérature langue française ; Sciences humaines et sociales  ; Tous genres";Non;915453;49198564400021;IF76_043_7826056052;48.8107382,2.4179531
ÉDITIONS LE MANUSCRIT.COM;20 rue des Petits Champs;75002;PARIS;75;www.manuscrit.com;2001;Auto-diffusion;Auto-distribution;7000;200;Tous genres;Non;7481;;IF76_043_7826056187;48.8669997,2.3369262
LA CAFETIÈRE ÉDITIONS;89 boulevard Soult;75012;PARIS;75;www.lacafetiere.org;1997;Makassar;Makassar;50;3;Bande dessinée;Oui;84774;;IF76_043_7826057012;48.8423171,2.408973
LES ÉDITIONS DE L'ATELIER/ÉDITIONS OUVRIÈRES;Bât B - Hall 1 - 3ème étage - 51-55 rue Hoche;94200;IVRY-SUR-SEINE;94;www.editionsatelier.com;1929;Sofedis;Sodis;1000;30;"Documents, actualités, essais ; Religion/ésotérisme  ; Sciences humaines et sociales  ; Tous genres";Non;7082;;IF76_043_7826057177;48.811822,2.375508
ÉDITIONS INTERVALLES;80 boulevard haussmann;75008;PARIS;75;www.editionsintervalles.com;2006;CED Cedif;Les Belles Lettres;55;15;"Arts (livres) ; Documents, actualités, essais ; Littérature langue française ; Photographie";Oui;916355;;IF76_043_7826057642;48.8741427,2.3253922
PLG;3 rue de la Vanne;92120;MONTROUGE;92;www.plg-editions.com;1996;Makassar;Makassar;33;2;Bande dessinée;Non;917837;;IF76_043_7990308090;48.8166876,2.329665
LE CERCLE HERMÉNEUTIQUE;8 avenue Gabriel Péri;95100;ARGENTEUIL;95;www.hermeneutique.fr;2005;;;46;4;Sciences humaines et sociales;Non;917957;;IF76_043_8214862570;48.9429295,2.2523001
ÉDITIONS DU TRESOR;38 rue d'Aboukir;75002;PARIS;75;www.editionsdutresor.com;2013;Seuil;Volumen;10;6;;Non;91534;;Serv_043_10685937653;48.8669521,2.3450621
ÉDITIONS HORA DECIMA;4 rue Gavalni;75017;PARIS;75;www.hora-decima.fr;2006;Auto-diffusion;Auto-distribution;17;3;"Religion/ésotérisme  ; Sciences humaines et sociales";Non;915844;45144091100027;IF11_043_9130837100;48.8839824,2.2921001
SALVATOR ÉDITIONS;103 rue Notre-Dame des Champs;75006;PARIS;75;www.editions-salvator.com;1924;Auto-diffusion;Auto-distribution;905;90;"Histoire ; Livre  jeunesse ; Mémoire, témoignage, biographie (documents) ; Religion/ésotérisme  ; Société";Non;7067;;IF76_043_7826055404;48.8413167,2.3332501
ÉDITIONS BÉRÉNICE;11 rue de la glacière;75013;PARIS;75;editions.berenice.over-blog.com;1995;Arcadia;Arcadia;100;7;Littérature langue française;Non;911232;;IF76_043_7826055506;48.8360213,2.3452831
LA VILLE BRÛLE ÉDITIONS;36 rue Parmentier;93100;MONTREUIL;93;www.lavillebrule.com;2009;Harmonia Mundi;Harmonia Mundi;39;7;"Livre jeunesse ; Littérature langue française ; Sciences et techniques, médecine et gestion (livre) ; Sciences humaines et sociales";Oui;36012;;IF76_043_7826056817;48.8597562,2.4327251
TALENTS HAUTS;8 rue Charles Pathé;94300;VINCENNES;94;www.talentshauts.fr;2005;Pollen littéral;Pollen littéral;150;25;Livre jeunesse;Non;916238;;IF76_043_7826057579;48.8495065,2.4372686
ÉDITIONS VIAL;8 rue des Moines;91410;DOURDAN;91;www.editionsvial.com;1925;Auto-diffusion;Auto-distribution;160;14;Loisirs, vie pratique, tourisme;Non;85101;71980083100013;IF76_043_7826057618;48.5312762,2.0180998
CITADELLES & MAZENOD;8 rue Gaston de Saint-Paul;75016;PARIS;75;www.citadelles-mazenod.com;1936;Hachette;Hachette;230;25;Beaux-arts;Non;85088;;IF76_043_7826057633;48.8647448,2.2982136
AU-DELÀ DU RAISONNABLE;17 rue de la Moselle;75019;PARIS;75;www.au-dela-du-raisonnable.fr;2010;Dif'pop;Dif'pop;10;6;"Littérature langue française ; Politique";Non;919174;51204449600010;IF06_043_10457292050;48.8855132,2.3756097
TROUBLE FÊTE;38 rue Servan;75011;PARIS;75;www.trouble-fete.fr;2000;Vilo;Vilo;15;;Littérature langue française;Non;914253;43041141300015;IF11_043_9115743500;48.8619508,2.3824799
JEAN-CLAUDE BÉHAR ÉDITIONS;94 rue de l'Amiral Mouchez;75014;PARIS;75;www.jcbehareditions.com;2004;CED Cedif;Les Belles Lettres;45;6;"Essai, analyse, critique  ; Sciences humaines et sociales";Non;915543;45158452800017;IF11_043_9126618820;48.8202161,2.3432243
ARCADIA EDITIONS;9-11 rue du Champ-de-l'Alouette;75013;PARIS;75;www.arcadia-editions.com;1995;Pollen littéral;Pollen littéral;50;12;"Arts (livres) ; Livre jeunesse ; Poésie ; Régionalisme  ; Roman, nouvelle ; Tous genres";Non;913019;;IF76_043_7826055374;48.8321943,2.3460427
MARSA EDITIONS;103 boulevard Macdonald;75019;PARIS;75;http://marsa-algerielitterature.info;1996;Auto-diffusion;Auto-distribution;115;9;"Littérature langue étrangère ; Littérature langue française";Oui;913868;;IF76_043_7826055407;48.8982045,2.3845777
LES ÉDITIONS TERRE BLEUE;149 avenue du Maine;75014;PARIS;75;www.terrebleue.fr;1992;les PUF;UD;27;3;"Arts (livres) ; Photographie";Non;909953;38860872100030;IF76_043_7826055821;48.833827,2.3248202
ÉDITIONS DU JASMIN;4 rue Valiton;92110;CLICHY;92;www.editions-du-jasmin.com;1997;Auto-diffusion;Auto-distribution;200;12;"Essai, analyse, critique  ; Littérature langue française ; Livre jeunesse ; Tous genres";Non;912080;;IF76_043_7826056937;48.9008675,2.2994422
WHITE STAR;58 avenue de Wagram;75017;PARIS;75;www.whitestar.it;2006;Flammarion;UD;357;55;Arts (livres);Non;;49127325600041;IF76_043_7826056034;48.8790994,2.2993333
ÉDITIONS ANTHÈSE;32 avenue Jean Jaurès;94117;ARCUEIL;94;www.anthese.fr;1982;le CDE;Sodis;12;3;Arts (livres);Non;912257;;IF76_043_7826056130;48.8101478,2.3307656
CDS ÉDITIONS;3 cité Magenta;75010;PARIS;75;www.cds-editions.com;2009;Auto-diffusion;Auto-distribution;5;;"Arts (livres) ; Livre jeunesse";Non;9533562;50775217800016;IF76_043_7826056646;48.8714414,2.3594517
LE PRÉ DU PLAIN ÉDITION;33 rue des Chantereines;95620;PARMAIN;95;www.lepreduplain.com;2003;Auto-diffusion;Auto-distribution;163;15;Livre jeunesse;Non;915355;49362848100019;IF76_043_7826056721;49.1314683,2.20881
MAGELLAN & CIE EDITIONS;34 rue Ramey;75018;PARIS;75;www.editions-magellan.com;1999;Belin;Belin;335;30;"Arts (livres) (voyages) ; Livre jeunesse (voyages) ; Tourisme  (voyages) ; Tous genres (voyages)";Non;914330;;IF76_043_7826056769;48.8893823,2.3467009
FLUO ÉDITION;11 rue Talma;75016;PARIS;75;www.fluosarl.com;2002;Auto-diffusion;Auto-distribution;10;2;"Policier ; Théâtre";Non;917304;;IF76_043_8048798790;48.8570729,2.2764314
ÉDITIONS KI-OON;11 bis rue de Milan;75009;PARIS;75;www.ki-oon.com;2003;Interforum;Interforum;550;95;"Bande dessinée ; Manga";Non;35592;;IF76_043_8100404600;48.8785899,2.3282969
LEXITIS ÉDITIONS;76 rue Gay-Lussac;75005;PARIS;75;www.lespratiquesdelaperformance.fr;2010;;Sodis;98;25;Sciences économiques;Non;36233;49269093800021;IF11_043_9094160620;48.841523,2.3431443
ACORIA ÉDITIONS;4-6 rue Bellefond;75009;PARIS;75;www.acoria.net;1997;L'Harmattan;L'Harmattan;118;7;"Essai, analyse, critique  ; Littérature langue française";Non;35572;;IF76_043_7826055722;48.8775916,2.3486603
ÉDITIONS INTERVISTA;137 rue du Faubourg Saint-Honoré;75008;PARIS;75;www.editionsintervista.com;1994;le CDE;Sodis;45;12;"Bande dessinée ; Cinéma et audiovisuel  ; Livre jeunesse ; Mémoire, témoignage, biographie (littérature) ; Roman, nouvelle ; Tous genres";Non;910753;;IF76_043_7826055734;48.8736215,2.3076301
ANTIDATA;29 rue de l'espérance;75013;PARIS;75;www.antidata.org;2004;le collectif des éditeurs indépendants;;12;2;Roman, nouvelle;Non;9519826;;IF76_043_7826055986;48.8265397,2.3478995
CHANT D'ORTIES;19 rue du Général Leclerc;91250;SAINTRY-SUR-SEINE;91;chantdorties.free.fr;2008;;Makassar;28;6;"Arts (livres) ; Roman, nouvelle";Non;918746;50951688600017;IF76_043_7826056079;48.591236,2.4959
ÉDITIONS ALMORA;51 rue Orfila;75020;PARIS;75;www.almora.fr;2004;Dilisco;Dilisco;80;12;Religion/ésotérisme;Non;35118;;IF76_043_7826056400;48.8671085,2.3977727
ÉDITONS DE L'ÉCLAT;41 rue Basfroi;75011;PARIS;75;www.lyber-eclat.net;1985;Harmonia Mundi;Harmonia Mundi;290;15;"Littérature langue française ; Philosophie  ; Sciences humaines et sociales";Oui;84162;;IF76_043_7826056892;48.8558265,2.3781127
ÉDITIONS DU TRIOMPHE;7 rue Bayen;75017;PARIS;75;www.editionsdutriomphe.fr;2003;AVM;AVM;562;25;Livre jeunesse;Non;84378;38505187500024;IF76_043_7826057471;48.8787557,2.2954133
CLAIRE PAULHAN ÉDITIONS;85 rue de Reuilly;75012;PARIS;75;www.clairepaulhan.com;1996;Auto-diffusion;Les Autodidactes;39;3;Mémoire, témoignage, biographie (littérature);Oui;912222;;IF76_043_7826057690;48.844639,2.3897797
MAKAKA ÉDITIONS;12 rue Gambetta;95100;ARGENTEUIL;95;www.makaka-editions.com;2007;Makassar;Makassar;44;6;Bande dessinée;Non;917371;49928260600031;IF76_043_7990306740;48.9506144,2.2582027
ÉDITIONS DE L'ARROSOIR;71 rue Albert Caron;92150;SURESNES;92;www.editionsdelarrosoir.com;2013;;Auto-distribution;1;1;;Non;;;IF06_043_11323149770;48.864834,2.2087306
ÉDITIONS PÉTRA;12 rue de la Réunion;75020;PARIS;75;www.editionspetra.fr;2001;Auto-diffusion;Auto-distribution;75;17;"Littérature langue française ; Sciences humaines et sociales  ; Tous genres";Non;84743;43894832500016;IF76_043_7826055575;48.8530211,2.4037152
LES TROIS OURSES ÉDITIONS;2-6 passage Rauch;75011;PARIS;75;www.lestroisourses.com;1988;Auto-diffusion;Auto-distribution;60;3;"Arts (livres) ; Livre jeunesse";Non;9513083;;IF76_043_7826056106;48.8539468,2.3791431
YPSILON ÉDITEUR;34 bis rue Sorbier;75020;PARIS;75;www.ypsilonediteur.com;2007;Les Belles Lettres;Les Belles Lettres;30;7;"Arts (livres) ; Littérature langue française";Oui;35654;;IF76_043_7826056550;48.8658996,2.3921705
PUBLI TOPEX;40 avenue Hoche;75008;PARIS;75;www.publi-topex.com;2002;Auto-diffusion;Auto-distribution;16;3;Sciences et techniques, médecine et gestion (livre);Non;9519379;66203577300032;IF76_043_7826056952;48.8757572,2.2984892
LA SOURIS QUI RACONTE ÉDITIONS;143 ter rue de Fleury;92140;CLAMART;92;www.lasourisquiraconte.com;2010;;;;;Livre jeunesse;Non;36302;;IF76_043_8366130130;48.8101111,2.2558257
G3J ÉDITEUR;153 rue de l'Université;75007;PARIS;75;;2006;Arche;Arche;10;3;Cinéma et audiovisuel;Non;9527983;;ADIF_043_9809036670;48.8606408,2.3051042
BONNETON ÉDITEUR;57 rue Pergolese;75116;PARIS;75;www.editions-bonneton.com;1977;Cartothèque EGG;Cartothèque EGG;520;22;"Loisirs, vie pratique, tourisme  ; Régionalisme";Non;86253;31214929700029;IF76_043_7826055977;48.8733722,2.2813527
GINKGO ÉDITEUR;34-38 rue Blomet;75015;PARIS;75;www.ginkgo-editeur.fr;2000;CDE;Sodis;128;14;"Document, reportage  ; Histoire  ; Humour ; Littérature langue française ; Récit (livre jeunesse)";Non;84679;;IF76_043_7826056772;48.8428187,2.3061647
ÉDITONS DELGA;38 rue Dunois;75013;PARIS;75;www.editionsdelga.fr;2004;Auto-diffusion;Auto-distribution;68;7;Sciences humaines et sociales;Non;915854;47778204900019;IF76_043_7826056859;48.8315611,2.3686866
NOUVELLES ÉDITIONS LIGNES;3 rue Caplat;75018;PARIS;75;www.editions-lignes.com;2007;Les Belles Lettres;Les Belles Lettres;110;16;"Documents, actualités, essais ; Littérature langue étrangère ; Littérature langue française";Oui;35526;;IF76_043_7826057687;48.8844681,2.3523178
ÉDITIONS FAHRENHEIT;16 rue de Chabrol;75010;PARIS;75;www.editions-fahrenheit.fr;2012;;;6;;;Non;9540920;53945551900014;Serv_043_10394333541;48.8769295,2.3541998
LES ÉDITIONS DE L'ÉPARGNE;5 rue Masseran;75007;PARIS;75;www.edepenligne.fr;1957;Auto-diffusion;Auto-distribution;25;3;Documents, actualités, essais;Non;85015;;Serv_043_8737627301;48.8485302,2.3143012
VIA ROMANA;5 rue du Maréchal Joffre;78000;VERSAILLES;78;www.via-romana.fr;2006;Salvator Diffusion;Salvator Diffusion;193;30;"Essai, analyse, critique  ; Littérature langue française ; Religion/ésotérisme  ; Sciences humaines et sociales  ; Tous genres";Non;916727;49021529000019;IF11_043_9111517530;48.7991331,2.1242997
YVELINÉDITION;1 place Charles de Gaulle;78180;MONTIGNY-LE-BRETONNEUX;78;www.yvelinedition.fr;2004;Pollen littéral;Pollen littéral;227;25;"Arts (livres) ; Documents, actualités, essais ; Ouvrage de documentation  ; Tous genres";Non;84668;40366725600032;IF76_043_7826055263;48.786707,2.044744
ARCHIPEL STUDIO - AGENCE ÉDITORIALE;16 rue Claude Tillier;75012;PARIS;75;www.archipel-studio.com;1994;Auto-diffusion;Auto-distribution;200;25;"Arts (livres) ; Loisirs, vie pratique, tourisme";Non;9542005;;IF76_043_7826056739;48.8481715,2.3882649
ÉDITIONS DELVILLE;6 rue Régis;75006;PARIS;75;;1976;Auto-diffusion;Auto-distribution;180;10;Loisirs, vie pratique, tourisme;Non;85922;;IF76_043_7826057024;48.8480376,2.324399
TUSITULA;11 rue Saint-Luc bat B11;75018;PARIS;75;www.edition-stusitula.org;2013;Les Belles Lettres;Les Belles Lettres;4;5;Littérature langue française;Oui;;;IF11_043_11452861160;48.8861294,2.3538619
ZEBOOK;27-29 rue Raffet;75016;PARIS;75;www.zebook.com;2009;;;;;Littérature langue française;Non;8194;;IF76_043_8307899460;48.851629,2.2646543
BUROZOÏQUE;17 avenue Verdier;92120;MONTROUGE;92;www.burozoique.fr;2007;CED Cedif;Les Belles Lettres;45;;"Arts (livres) ; Essai, analyse, critique";Non;917130;;IF76_043_8616558170;48.8147347,2.3184241
ÉDITIONS APRÈS LA LUNE;14 rue Emile Dubois;75014;PARIS;75;www.apreslalune.com;2006;CDE;Les Belles Lettres;77;11;"Essai, analyse, critique  ; Livre jeunesse ; Policier";Non;35227;48535793300012;IF76_043_8718324680;48.831892,2.3371345
EDITIONS DELAVILLA;5 bis villa de l'Adour;75019;PARIS;75;www.editionsdelavilla.fr;2008;;;7;2;;Non;;;IF11_043_9670959390;48.8753444,2.386725
ÉDITIONS DON BOSCO;75 rue Alexandre Dumas;75020;PARIS;75;www.editions-don-bosco.com;1995;Auto-diffusion;Auto-distribution;103;6;Religion;Non;906295;33451804000038;IF11_043_9091891590;48.8550725,2.3975664
LOS BRIGNOLES COMICS;7 rue Béranger;92100;BOULOGNE-BILLANCOURT;92;www.shaango.fr;2008;Makassar;Makassar;5;1;Bande dessinée;Non;9528069;49200748900015;IF11_043_9115748930;48.8404664,2.22609
